committee_name,person_name,end_date,source_url,organization_id,role,start_date
Rural Development and Land Reform,Russel Nsikayezwe Cebekhulu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/574,za.org.pa.www/core_organisation/236,Alternate Member,
AdHoc Committee on 1913 Land Act,Russel Nsikayezwe Cebekhulu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/574,za.org.pa.www/core_organisation/153,Alternate Member,
Cooperative Governance and Traditional Affairs,Russel Nsikayezwe Cebekhulu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/574,za.org.pa.www/core_organisation/171,Alternate Member,
Portfolio Committee On Rural Development and Land Reform,Russel Nsikayezwe Cebekhulu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/574,za.org.pa.www/core_organisation/92,Member,
Economic Development and Tourism Committee,S.A. Duma,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1941,za.org.pa.www/core_organisation/739,Committee Member,
Finance Committee,S.A. Duma,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1941,za.org.pa.www/core_organisation/740,Committee Member,
Loc Gvt & Traditional Affairs,S.A. Duma,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1941,za.org.pa.www/core_organisation/741,Alternate Member,
SCOPA Committee,S.A. Duma,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1941,za.org.pa.www/core_organisation/736,Committee Member,
Portfolio Committee On Correctional Services,Salamuddi (Salam) Abram,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/542,za.org.pa.www/core_organisation/112,Member,
"Portfolio Committee On Agriculture, Forestry and Fisheries",Salamuddi (Salam) Abram,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/542,za.org.pa.www/core_organisation/111,Member,
"Agriculture, Forestry and Fisheries",Salamuddi (Salam) Abram,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/542,za.org.pa.www/core_organisation/155,Member,
Correctional Services,Salamuddi (Salam) Abram,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/542,za.org.pa.www/core_organisation/172,Member,
Ad Hoc Committee on General Intelligence Laws Amendment Bill (NA),Salamuddi (Salam) Abram,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/542,za.org.pa.www/core_organisation/145,Member,
Science and Technology,Salomon Maritz Van Dyk,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/988,za.org.pa.www/core_organisation/237,Member,
Standing Committee on Appropriations,Salomon Maritz Van Dyk,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/988,za.org.pa.www/core_organisation/136,Member,
Sport and Recreation,Samuel Gaaesi Mmusi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/793,za.org.pa.www/core_organisation/239,Member,
Justice and Constitutional Development,Sango Patekile Holomisa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/660,za.org.pa.www/core_organisation/193,Member,
Ad Hoc Committee on Code of Judicial Conduct and Regulations,Sango Patekile Holomisa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/660,za.org.pa.www/core_organisation/140,Member,
Constitutional Review Committee,Sango Patekile Holomisa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/660,za.org.pa.www/core_organisation/170,Chairperson,
Science and Technology,Sanna Keikantseeng Plaatjie,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/894,za.org.pa.www/core_organisation/237,Member,
Social Development,Sanna Keikantseeng Plaatjie,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/894,za.org.pa.www/core_organisation/238,Member,
Joint Committe on Delegated Legislation,Santosh Vinita Kalyan,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/670,za.org.pa.www/core_organisation/187,Member,
Rules of the National Assembly,Santosh Vinita Kalyan,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/670,za.org.pa.www/core_organisation/235,Member,
Sport and Recreation,Sarah Unes Paulse,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/887,za.org.pa.www/core_organisation/239,Member,
"Women, Youth, Children and People with Disability",Sarah Unes Paulse,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/887,za.org.pa.www/core_organisation/247,Member,
Public Service and Administration,Sarel Jacobus Francois Marais,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/744,za.org.pa.www/core_organisation/229,Member,
Education Committee,Sipho Caiphas Nkosi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1942,za.org.pa.www/core_organisation/750,Committee Member,
SCOPA Committee,Sipho Caiphas Nkosi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1942,za.org.pa.www/core_organisation/736,Chair,
SCOPA Committee,Sipho Caiphas Nkosi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1942,za.org.pa.www/core_organisation/736,Committee Member,
Arts and Culture Committee,Sipho Caiphas Nkosi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1942,za.org.pa.www/core_organisation/742,Committee Member,
Sports and Recreation Committee,Sipho Caiphas Nkosi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1942,za.org.pa.www/core_organisation/749,Alternate Member,
Social Development Committee,Sipho Caiphas Nkosi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1942,za.org.pa.www/core_organisation/747,Committee Member,
NCOP Appropriations,Sediane Danny Montsitsi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1056,za.org.pa.www/core_organisation/198,Member,
NCOP Economic Development,Sediane Danny Montsitsi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1056,za.org.pa.www/core_organisation/200,Member,
NCOP Finance,Sediane Danny Montsitsi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1056,za.org.pa.www/core_organisation/202,Member,
NCOP Labour and Public Enterprises,Sediane Danny Montsitsi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1056,za.org.pa.www/core_organisation/203,Member,
NCOP Petitions and Private Members Legislative Proposals,Sediane Danny Montsitsi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1056,za.org.pa.www/core_organisation/205,Member,
NCOP Public Services,Sediane Danny Montsitsi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1056,za.org.pa.www/core_organisation/206,Member,
NCOP Trade and International Relations,Sediane Danny Montsitsi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1056,za.org.pa.www/core_organisation/210,Member,
Defence,Sediane Danny Montsitsi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1056,za.org.pa.www/core_organisation/173,Member,
Joint Standing on Intelligence,Sediane Danny Montsitsi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1056,za.org.pa.www/core_organisation/192,Member,
Ad Hoc Committee on General Intelligence Laws Amendment Bill (NCOP),Sediane Danny Montsitsi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1056,za.org.pa.www/core_organisation/146,Member,
Mining,Seiso Joel Mohai,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/800,za.org.pa.www/core_organisation/196,Member,
Ad Hoc Committee on Coordinated Oversight on Service Delivery,Sejamotopo Charles Motau,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/816,za.org.pa.www/core_organisation/143,Member,
Portfolio Committee On Energy,Sejamotopo Charles Motau,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/816,za.org.pa.www/core_organisation/100,Member,
Labour,Sejamotopo Charles Motau,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/816,za.org.pa.www/core_organisation/194,Member,
Ad Hoc Committee on Coordinated Oversight on Service Delivery,Semakaleng Patricia Kopane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/685,za.org.pa.www/core_organisation/143,Member,
Health,Semakaleng Patricia Kopane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/685,za.org.pa.www/core_organisation/180,Member,
Private Members' Legislative Proposals and Special Petitions,Setlamorago Godfrey Thobejane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/969,za.org.pa.www/core_organisation/222,Chairperson,
Public Accounts,Setlamorago Godfrey Thobejane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/969,za.org.pa.www/core_organisation/225,Member,
Committee On Private Members' Legislative Proposals And Special Petitions,Setlamorago Godfrey Thobejane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/969,za.org.pa.www/core_organisation/134,Member,
Defence,Shahid Esau,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/621,za.org.pa.www/core_organisation/173,Member,
Defence and Military Veterans,Shahid Esau,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/621,za.org.pa.www/core_organisation/174,Member,
Education Committee,Shameen Thakur-Rajbansi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1946,za.org.pa.www/core_organisation/750,Committee Member,
Health Committee,Shameen Thakur-Rajbansi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1946,za.org.pa.www/core_organisation/744,Committee Member,
PMLPPP Committee,Shameen Thakur-Rajbansi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1946,za.org.pa.www/core_organisation/745,Alternate Member,
Quality of Life Committee,Shameen Thakur-Rajbansi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1946,za.org.pa.www/core_organisation/746,Committee Member,
Arts and Culture Committee,Shameen Thakur-Rajbansi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1946,za.org.pa.www/core_organisation/742,Alternate Member,
Sports and Recreation Committee,Shameen Thakur-Rajbansi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1946,za.org.pa.www/core_organisation/749,Alternate Member,
Works Committee,Shameen Thakur-Rajbansi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1946,za.org.pa.www/core_organisation/751,Alternate Member,
Social Development Committee,Shameen Thakur-Rajbansi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1946,za.org.pa.www/core_organisation/747,Committee Member,
Community Safety and Liason Committee,Shameen Thakur-Rajbansi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1946,za.org.pa.www/core_organisation/734,Alternate Member,
Economic Development and Tourism Committee,Shameen Thakur-Rajbansi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1946,za.org.pa.www/core_organisation/739,Alternate Member,
Portfolio Committee On Justice and Constitutional Development,Sheila Coleen Nkhensani Sithole,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/937,za.org.pa.www/core_organisation/131,Member,
Justice and Constitutional Development,Sheila Coleen Nkhensani Sithole,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/937,za.org.pa.www/core_organisation/193,Member,
Joint Standing on Intelligence,Sheila Coleen Nkhensani Sithole,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/937,za.org.pa.www/core_organisation/192,Member,
Energy Portfolio Committee,Shepherd Malusi Mayatula,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/765,za.org.pa.www/core_organisation/176,Member,
Higher Education,Shepherd Malusi Mayatula,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/765,za.org.pa.www/core_organisation/181,Member,
Science and Technology,Shepherd Malusi Mayatula,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/765,za.org.pa.www/core_organisation/237,Member,
Water Affairs and Environmental Affairs,Shiaan-Bin Huang,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/662,za.org.pa.www/core_organisation/246,Member,
Communications,Sikhumbuzo Eric Kholwane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/676,za.org.pa.www/core_organisation/169,Chairperson,
Portfolio Committee On Communications,Sikhumbuzo Eric Kholwane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/676,za.org.pa.www/core_organisation/113,Member,
Home Affairs,Sindiswa Patricia Rwexana,2013-11-01,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/910,za.org.pa.www/core_organisation/182,Member,
NCOP Security and Constitutional Development,Siphiwo Sam Mazosiwe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1048,za.org.pa.www/core_organisation/208,Member,
Joint Standing on Intelligence,Siphiwo Sam Mazosiwe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1048,za.org.pa.www/core_organisation/192,Member,
Ad Hoc Committee on Protection of State Information Bill (NCOP),Siphiwo Sam Mazosiwe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1048,za.org.pa.www/core_organisation/150,Member,
Energy Portfolio Committee,Sisa James Njikelana,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/858,za.org.pa.www/core_organisation/176,Chairperson,
Portfolio Committee On Energy,Sisa James Njikelana,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/858,za.org.pa.www/core_organisation/100,Member,
Home Affairs,Sizeni Grace Bothman,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/569,za.org.pa.www/core_organisation/182,Member,
Community Safety and Liason Committee,Sizwe Wiseman Mchunu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1947,za.org.pa.www/core_organisation/734,Committee Member,
Premier and Royal Household Committee,Sizwe Wiseman Mchunu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1947,za.org.pa.www/core_organisation/738,Committee Member,
Finance Committee,Sipho Joseph Gcabashe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1943,za.org.pa.www/core_organisation/740,Committee Member,
PMLPPP Committee,Sipho Joseph Gcabashe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1943,za.org.pa.www/core_organisation/745,Alternate Member,
Premier and Royal Household Committee,Sipho Joseph Gcabashe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1943,za.org.pa.www/core_organisation/738,Committee Member,
Economic Development and Tourism Committee,Sipho Joseph Gcabashe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1943,za.org.pa.www/core_organisation/739,Alternate Member,
SCOPA Committee,Sipho Joseph Gcabashe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1943,za.org.pa.www/core_organisation/736,Committee Member,
Conservation and Environment Committee,Subramoney Moodley,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1940,za.org.pa.www/core_organisation/735,Alternate Member,
Economic Development and Tourism Committee,Subramoney Moodley,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1940,za.org.pa.www/core_organisation/739,Committee Member,
PMLPPP Committee,Subramoney Moodley,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1940,za.org.pa.www/core_organisation/745,Alternate Member,
SCOPA Committee,Subramoney Moodley,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1940,za.org.pa.www/core_organisation/736,Committee Member,
Arts and Culture Committee,Subramoney Moodley,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1940,za.org.pa.www/core_organisation/742,Alternate Member,
Transport Committee,Subramoney Moodley,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1940,za.org.pa.www/core_organisation/737,Alternate Member,
Sports and Recreation Committee,Subramoney Moodley,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1940,za.org.pa.www/core_organisation/749,Alternate Member,
Ad Hoc Committee on General Intelligence Laws Amendment Bill (NA),Sophia Theresa Williams-De Bruyn,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1003,za.org.pa.www/core_organisation/145,Member,
Arts and Culture,Stanley Zoyisile Ntapane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/866,za.org.pa.www/core_organisation/164,Member,
Rural Development and Land Reform,Stanley Zoyisile Ntapane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/866,za.org.pa.www/core_organisation/236,Member,
Tourism,Stanley Zoyisile Ntapane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/866,za.org.pa.www/core_organisation/243,Member,
Constitutional Review Committee,Stanley Zoyisile Ntapane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/866,za.org.pa.www/core_organisation/170,Member,
Ad Hoc Committee on Coordinated Oversight on Service Delivery,Stanley Zoyisile Ntapane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/866,za.org.pa.www/core_organisation/143,Member,
Economic Development,Steven Nicholas Swart,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/964,za.org.pa.www/core_organisation/175,Alternate Member,
Justice and Constitutional Development,Steven Nicholas Swart,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/964,za.org.pa.www/core_organisation/193,Alternate Member,
Constitutional Review Committee,Steven Nicholas Swart,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/964,za.org.pa.www/core_organisation/170,Alternate Member,
Finance Standing Committee,Steven Nicholas Swart,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/964,za.org.pa.www/core_organisation/178,Alternate Member,
Standing Committee On Finance,Steven Nicholas Swart,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/964,za.org.pa.www/core_organisation/118,Member,
Portfolio Committee On Justice and Constitutional Development,Steven Nicholas Swart,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/964,za.org.pa.www/core_organisation/131,Member,
AdHoc Committee on 1913 Land Act,Stevens Mokgalapa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/803,za.org.pa.www/core_organisation/153,Member,
Portfolio Committee On International Relations and Co-operation,Stevens Mokgalapa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/803,za.org.pa.www/core_organisation/127,Member,
Human Settlements,Stevens Mokgalapa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/803,za.org.pa.www/core_organisation/183,Member,
Tourism,Stuart Brian Farrow,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/623,za.org.pa.www/core_organisation/243,Member,
Economic Development,Susan Comber Van der Merwe,2013-10-16,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/994,za.org.pa.www/core_organisation/175,Member,
Trade and Industry,Susan Comber Van der Merwe,2013-10-16,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/994,za.org.pa.www/core_organisation/244,Member,
Joint Committe on Delegated Legislation,Susan Comber Van der Merwe,2013-10-16,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/994,za.org.pa.www/core_organisation/187,Member,
Standing Committee on Auditor General,Sussana Rebecca Tsebe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/976,za.org.pa.www/core_organisation/240,Member,
Communications,Sussana Rebecca Tsebe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/976,za.org.pa.www/core_organisation/169,Member,
Portfolio Committee On Communications,Sussana Rebecca Tsebe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/976,za.org.pa.www/core_organisation/113,Member,
Rural Development and Land Reform,Suzan Roseline Berend,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/552,za.org.pa.www/core_organisation/236,Member,
Agriculture and Rural Development Committee,S.V. Naicker,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1945,za.org.pa.www/core_organisation/733,Alternate Member,
Conservation and Environment Committee,S.V. Naicker,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1945,za.org.pa.www/core_organisation/735,Alternate Member,
Health Committee,S.V. Naicker,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1945,za.org.pa.www/core_organisation/744,Alternate Member,
Human Settlement Committee,S.V. Naicker,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1945,za.org.pa.www/core_organisation/748,Alternate Member,
Public Works Committee,S.V. Naicker,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1945,za.org.pa.www/core_organisation/752,Committee Member,
Joint Committee on Ethics and Members' Interests,Swaphi Hendrick Plaatjie,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1062,za.org.pa.www/core_organisation/89,Member,
NCOP Co-operative Governance and Traditional Affairs,Swaphi Hendrick Plaatjie,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1062,za.org.pa.www/core_organisation/199,Member,
NCOP Land and Environmental Affairs,Swaphi Hendrick Plaatjie,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1062,za.org.pa.www/core_organisation/204,Member,
NCOP Petitions and Private Members Legislative Proposals,Swaphi Hendrick Plaatjie,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1062,za.org.pa.www/core_organisation/205,Member,
NCOP Security and Constitutional Development,Swaphi Hendrick Plaatjie,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1062,za.org.pa.www/core_organisation/208,Member,
Ethics and Members' Interest,Swaphi Hendrick Plaatjie,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1062,za.org.pa.www/core_organisation/177,Member,
Joint Committee on HIV and AIDS,Swaphi Hendrick Plaatjie,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1062,za.org.pa.www/core_organisation/188,Member,
NCOP Education and Recreation,Swaphi Hendrick Plaatjie,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1062,za.org.pa.www/core_organisation/201,Alternate Member,
NCOP Social Services,Swaphi Hendrick Plaatjie,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1062,za.org.pa.www/core_organisation/209,Alternate Member,
Health,Tandiwe Elizabeth Kenye,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/672,za.org.pa.www/core_organisation/180,Member,
Ad Hoc Committee on Coordinated Oversight on Service Delivery,Tandiwe Elizabeth Kenye,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/672,za.org.pa.www/core_organisation/143,Member,
Select Committee On Appropriations,Teboho Edwin Chaane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1023,za.org.pa.www/core_organisation/124,Member,
NCOP Appropriations,Teboho Edwin Chaane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1023,za.org.pa.www/core_organisation/198,Chairperson,
NCOP Co-operative Governance and Traditional Affairs,Teboho Edwin Chaane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1023,za.org.pa.www/core_organisation/199,Alternate Member,
NCOP Finance,Teboho Edwin Chaane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1023,za.org.pa.www/core_organisation/202,Alternate Member,
NCOP Petitions and Private Members Legislative Proposals,Teboho Edwin Chaane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1023,za.org.pa.www/core_organisation/205,Alternate Member,
NCOP Security and Constitutional Development,Teboho Edwin Chaane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1023,za.org.pa.www/core_organisation/208,Alternate Member,
Constitutional Review Committee,Teboho Edwin Chaane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1023,za.org.pa.www/core_organisation/170,Alternate Member,
Ad Hoc Committee on General Intelligence Laws Amendment Bill (NCOP),Teboho Edwin Chaane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1023,za.org.pa.www/core_organisation/146,Chairperson,
Ad Hoc Committee on Protection of State Information Bill (NCOP),Teboho Edwin Chaane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1023,za.org.pa.www/core_organisation/150,Alternate Member,
Portfolio Committee on Finance,Thabadiawa Alfred Mufamadi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832,za.org.pa.www/core_organisation/95,Member,
Finance Standing Committee,Thabadiawa Alfred Mufamadi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832,za.org.pa.www/core_organisation/178,Chairperson,
Standing Committee On Finance,Thabadiawa Alfred Mufamadi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/832,za.org.pa.www/core_organisation/118,Member,
NCOP Social Services,Thabo Lucas Makunyane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1044,za.org.pa.www/core_organisation/209,Member,
NCOP Education and Recreation,Thabo Lucas Makunyane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1044,za.org.pa.www/core_organisation/201,Member,
NCOP Appropriations,Thandi Cecilia Memela,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1049,za.org.pa.www/core_organisation/198,Member,
NCOP Finance,Thandi Cecilia Memela,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1049,za.org.pa.www/core_organisation/202,Member,
