Status,TelephoneNumber,AlphaCode,Branches,RoleDescription,CustomerAlphaCode,FaxNumber,MasterID,EmailAddress,RegistrationNumber,LongName,PostalAddress,source_url,NatureOfBusiness,PhysicalAddress,Website
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2211,,,
Current,+27 11 706 1644,PET,,Equity Issuer,PET,+27 11 706 1594,1771,petmin@rivergroup.co.za,1972/001062/06,PETMIN LIMITED,P O Box 6070     RIVONIA 2128,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1771,,37 Peter Place Lyme Park    BRYANSTON 2021,http://www.petmin.co.za
Current,,KPMGI,,Audit Firm,KPMGI,,3676,,4620207565,KPMG INCORPORATED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1771,,,
Current,+27 12 346 8540,SPRIV,,Sponsor,SPRIV,+27 12 346 8118,781,andrew@rivergroup.co.za,2000/025913/07,River Sponsors (Pty) Ltd,PO Box 1666     GROENKLOOF 0027,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1771,,2nd Floor 225 Veale Street Brooklyn   Pretoria 0181,http://www.rivergroup.ca
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1771,,,
Current,+27 12 315 5111,BIRSA,,Interest Rate Issuer,RSA1,+27 00 000 0000,3088,thuto.shomang@treasury.gov.za,Doubt it but will en,REPUBLIC OF SOUTH AFRICA,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3088,,,http://www.treasury.gov.za
Current,+27 12 315 5140,DSNAT,,Debt Sponsor,NAT,+27 12 315 5248,3544,Investors@Treasury.gov.za,www.treasury.gov.za,NATIONAL TREASURY,Private Bag X115     Pretoria 0001,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3088,,240 Madiba Street     Pretoria 0001,http://www.treasury.gov.za
Current,+264 061 0227647,TRSC,,Transfer Secretary,TRSC,+264 061 0248531,854,,,Transfer Secretaries,P O Box 2410 Windhoek     ,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3088,,,
Current,,BIPHA,,Interest Rate Issuer,PHA2,,3080,,2011/000036/00,PHAELLO FINANCE COMPANY (PTY) LTD,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3080,,,
Current,+264 061 0227647,TRSC,,Transfer Secretary,TRSC,+264 061 0248531,854,,,Transfer Secretaries,P O Box 2410 Windhoek     ,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3080,,,
Current,+27 11 517 9000,RLO,,Equity Issuer,RLO,+27 11 517 9035,1436,Invest@reunert.co.za,1913/004355/06,REUNERT LIMITED,PO Box 784391     SANDTON 2146,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1436,"The Reunert group manages a diversified portfolio of businesses in the fields of electrical engineering, information and communication technologies and defence and allied technologies",Lincoln Wood Office Park 6 - 10 Woodlands Drive Woodmead   SANDTON 2191,http://www.reunert.com
Current,,D&T,,Audit Firm,D&T,,3679,,926973,DELOITTE & TOUCHE,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1436,,,
Current,+27 11 282 8000,SPRAN,,Sponsor,RANM,+27 11 282 8008,785,sponsorteam@rmb.co.za,1929/001225/06,Rand Merchant Bank Corporate Finance Division,P O Box 786273     SANDTON 2146,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1436,,1 Merchant Place Cnr Fredman Drive & Rivonia Road Sandton   Johannesburg 2196,http://www.rmb.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1436,,,
Current,+27 21 460 9400,RTO,,Equity Issuer,RTO,+27 21 460 9575,1452,,1937/009839/06,REX TRUEFORM CLOTHING COMPANY LTD,PO Box 1856     CAPE TOWN 8000,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1452,"Rex Trueform Clothing Company Limited (“the
company”) is a holding company listed on the JSE
Limited under the Sector: Consumer Services – Retail –
General Retailers – Apparel Retailers.",Rex Buildings 263 Victoria Road Salt River   CAPE TOWN 7925,http://www.rextrueform.com
Current,,KPMGI,,Audit Firm,KPMGI,,3676,,4620207565,KPMG INCORPORATED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1452,,,
Current,+27 11 283 0042,SPJAV,,Sponsor,SPJAV,+27 11 283 0065,784,sponsor@javacapital.co.za,2002/031862/07,Java Capital Trustees & Sponsors Pty Ltd,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1452,,2 Arnold Road Rosebank    Johannesburg 2196,http://www.javacapital.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1452,,,
Current,+27 021 6581000,PIK,,Equity Issuer,PIK,+27 021 6832514,1385,glea@pnp.co.za,1968/008034/06,PICK N PAY STORES LIMITED,PO Box 23087 CLAREMONT    CAPE TOWN 7735,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1385,,Pick 'n Pay Office Park 101 Rosmead Avenue KenilWorth   CAPE TOWN 7708,http://www.picknpay.co.za
Current,,KPMGI,,Audit Firm,KPMGI,,3676,,4620207565,KPMG INCORPORATED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1385,,,
Current,+27 11 286 7000,SPINV,,Sponsor,INLP,+27 11 286 7966,783,rsmith@investec.co.za,1969/004763/06,Investec Bank Ltd ( Trading as Investec Securities and Investec Corporate Finance ),PO Box 785700     SANDTON 2146,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1385,,100 Grayston Drive Sandown    SANDTON 2196,http://www.investec.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1385,,,
Current,+27 11 0000000,ROC,,Equity Issuer,ROC,+27 11 0000000,3473,,108869 C1/GBL,ROCKCASTLE GLOBAL REAL EST CO LTD,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3473,,,
Current,,BSAI,,Audit Firm,BSAI,,3675,,905526,BDO SOUTH AFRICA INCORPORATED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3473,,,http://www.bdo.co.za
Current,+27 11 283 0042,DAJAV,,Designated Advisor,SPJAV,+27 11 283 0065,46,sponsor@javacapital.co.za,2002/031862/07,Java Capital Trustees & Sponsors Pty Ltd,P O Box 2087 Parklands    Johannesburg 212,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3473,,2 Arnold Road Rosebank    Johannesburg 2196,http://www.javacapital.co.za
Current,+27 86 154 6572,LINK,,Transfer Secretary,LINK,+27 86 674 4381,857,info@linkmarketservices.co.za,2000/0072369/07,Link Market Services SA (Pty) Ltd,P O Box 4844     JOHANNESBURG 2000,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3473,,,
Current,+27 11 481 7200,RDI,,Equity Issuer,RDI,+27 11 612 6869,2518,dominique@rockwelldiamonds.com,2007/031582/10,ROCKWELL DIAMONDS INCORPORATED,PO Box 3011     HOUGHTON 2041,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2518,"Rockwell Diamonds Inc. (“Rockwell” or the “Company”) is engaged in the business of diamond production and the acquisition and
exploration of natural resource properties. The consolidated financial statements of the Company as at and for the years ended
28 February 2013 and 29 February 2012 comprise the Company and its subsidiaries (together referred to as the “Group” and individually
as “Group entities”) and the Group’s interest in associates. The Group’s mineral property interests are located in South Africa. Rockwell is
incorporated under British Columbia Business Corporations Act.","Floor 0,The Wilds View Isle of Houghton Corner Carse O'Gowrie and Boundary Roads Houghton Estate  JOHANNESBURG 2198",http://www.rockwelldiamonds.com
Current,,KPMGI,,Audit Firm,KPMGI,,3676,,4620207565,KPMG INCORPORATED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2518,,,
Current,+27 21 887 9602,SPPSG,,Sponsor,SPPSG,+27 21 887 9624,788,riaanvh@psgcapital.com,2006/015817/07,PSG Capital Ltd,PO Box 987     PARKLANDS 2121,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2518,,1st Floor OU Kollege 35 Kerk Street    StellenBosch 7600,http://www.psgcapital.com
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2518,,,
Current,+27 11 874 0657,RLF,,Equity Issuer,RLF,+27 11 874 0784,2464,andriesg@rcpi.co.za,2000/002715/06,ROLFES HOLDINGS LIMITED,PO Box 8112     ELANDSFONTEIN 1406,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2464,"Rolfes Holdings Limited (Rolfdes or Rolfes Group) is a holding company incorporated in the Republic of South Africa that, through its divisions and subsidiaries, provides a wide range of market-leading products to customers through dedicated teams of industry specialists in the agri-chemicals, water and mining chemicals and industrial chemicals industries. Rolfes listed on the Main Board of the JSE Limited on 21 November 2011; its primary listing was previously on AltX.",12 Jetpark Road Jetpark    BOKSBURG 1459,http://www.rolfesza.com
Current,,SNVA,,Audit Firm,SNGIA,,3662,,646016,SIZWENTSALUBAGOBODO INCORPORATED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2464,,,
Current,+27 11 459 1860,GRIND,,Sponsor,GRIND,+27 11 459 1872,2632,yaronz@grindrodbank.co.za,2008/12000/06,GRINDROD BANK LIMITED,PO Box 78011     SANDTON 2146,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2464,,4th Floor Grindrod Tower 8A Protea Place   SANDTON 2146,http://www.grindrodbank.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2464,,,
Current,+27 11 530 8040,RBP,,Equity Issuer,RBP,+27 86 567 6891,2938,vanessa@bafokengplatinum.co.za,2008/015696/06,ROYAL BAFOKENG PLATINUM LIMITED,P O Box 2283     FOURWAYS 2055,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2938,"Royal Bafokeng Platinum is a black-owned and controlled, mid-tier platinum group metals (PGMs) producer originating from a joint venture in existing mining operations and endowed with resources in the Styldrift property.",The Pivot No 1 Monte Casino Boulavard Block C 4th Floor   FOURWAYS 2021,http://www.bafokengplatinum.co.za
Current,,PWCIA,,Audit Firm,PWCIA,,3688,,901121,PRICEWATERHOUSECOOPERS INC,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2938,,,
Current,+27 11 583 2000,SPMAC,,Sponsor,SPMAC,+27 11 583 2151,815,jsesponsor@macquarie.com,2003/014483/07,Macquarie First South Corporate Finance (Pty) Ltd,PO Box 783745 Sandton    Johannesburg 2146,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2938,,The Place 1 Sandton Drive South Wing   Johannesburg 2196,http://www.macquarie.com
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2938,,,
Current,,BISAEL,,Interest Rate Issuer,ASEL1,,3089,,2011/000047/00,SA EARLS LIMITED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3089,,,
Current,+264 061 0227647,TRSC,,Transfer Secretary,TRSC,+264 061 0248531,854,,,Transfer Secretaries,P O Box 2410 Windhoek     ,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3089,,,
Suspended,+27 21 423 4536,PLL,,Equity Issuer,PLL,+27 21 423 4527,2404,info@platfields.co.za,2002/005851/06,PLATFIELDS LIMITED,PO Box 51949     CAPE TOWN 8002,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2404,,"2nd Floor, North Block Hyde Park Pffice Tower Conr 6th Road and Jan Smuts Avenue   HYDE PARK 2196",www.platfields.co.za
Current,,PKF,,Audit Firm,PKF,,3668,,4720239187,PKF SOUTH AFRICA,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2404,,,
Current,+27 10 591 2280,ARCAY,,Sponsor,ARCAY,+27 86 721 8411,2442,michelle.k@arcay.com,2006/033725/07,ARCAY MOELA SPONSOR (PTY) LTD,PO Box 62397 Marshalltown    Johannesburg 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2404,,One Health Building Woodmead North Office Park 54 Maxwell Drive   Johannesburg 2191,http://www.arcay.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2404,,,
Current,+27 31 5765724,BISAH,,Interest Rate Issuer,SAHOME,+27 86 6482064,2829,matthewm@sahomeloans.com,2006/035436/07,SA HOME LOANS (PTY) LTD,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2829,,,http://www.sahomeloans.com
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2829,,,
Current,+27 11 386 9000,PPCI,,Interest Rate Issuer,PPC,+27 11 386 9001,3731,contactus@ppc.co.za,1892/000667/06,PPC LIMITED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3731,,,http://www.ppc.co.za
Current,+27 11 8956000,DSACL,,Debt Sponsor,ABCAP1,+27 11 8957829,3503,debtsponsor1@barclayscapital.com,1986/004794/06,ABSA CAPITAL,Private Bag X10056     Sandton 2146,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3731,,15 Alice Lane     Sandton 2196,http://www.absacapital.com
Current,+27 86 154 6572,LINK,,Transfer Secretary,LINK,+27 86 674 4381,857,info@linkmarketservices.co.za,2000/0072369/07,Link Market Services SA (Pty) Ltd,P O Box 4844     JOHANNESBURG 2000,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3731,,,
Current,+27 11 294 3430,PRECI,,Interest Rate Issuer,PREC,+27 11 295 3430,3745,,2012/079215/06,PRECINCT FUNDING 1 (RF) LTD,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3745,,,
Current,+264 061 0227647,TRSC,,Transfer Secretary,TRSC,+264 061 0248531,854,,,Transfer Secretaries,P O Box 2410 Windhoek     ,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3745,,,
Current,+27 11 465 7319,SMM,,Equity Issuer,SMM,+27 86 646 5999,2289,info@corpcapital.com,2001/006539/06,SABLE METALS & MINERAL LTD,PO Box 471917     PARKLANDS 2121,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2289,"Sable Metals and Minerals` primary business objective is the exploration, evaluation and development of exploration projects mainly on the western limb of the Bushveld Complex.",53 - 6th Street     HOUGHTON 2198,http://www.corpcapital.com
Current,,PKF,,Audit Firm,PKF,,3668,,4720239187,PKF SOUTH AFRICA,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2289,,,
Current,+27 11 283 0042,SPJAV,,Sponsor,SPJAV,+27 11 283 0065,784,sponsor@javacapital.co.za,2002/031862/07,Java Capital Trustees & Sponsors Pty Ltd,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2289,,2 Arnold Road Rosebank    Johannesburg 2196,http://www.javacapital.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2289,,,
Current,+61 29 3769000,RSG,,Equity Issuer,RSG,+61 29 376 9013,2895,SMatthews@resgen.com.au,ACN 059 950 337,RESOURCE GENERATION LIMITED,GPO Box 5490     SYDNEY 2001,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2895,,Level 12 Chifley Tower 2 Chifley Square Sydney   AUSTRALIA NSW 2000,http://www.resgen.com.au
Current,+27 11 583 2000,SPMAC,,Sponsor,SPMAC,+27 11 583 2151,815,jsesponsor@macquarie.com,2003/014483/07,Macquarie First South Corporate Finance (Pty) Ltd,PO Box 783745 Sandton    Johannesburg 2146,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2895,,The Place 1 Sandton Drive South Wing   Johannesburg 2196,http://www.macquarie.com
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2895,,,
Current,,BIPRPO,,Interest Rate Issuer,PRPS1,,3084,,2011/000040/00,PRIME REAL OBLI PACK SEC (PTY) LTD,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3084,,,
Current,+264 061 0227647,TRSC,,Transfer Secretary,TRSC,+264 061 0248531,854,,,Transfer Secretaries,P O Box 2410 Windhoek     ,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3084,,,
Current,+27 11 407 1700,SOSAB,,Equity Issuer,SOSAB,+27 11 339 3369,1454,andrew.tonkinson@sabmiller.com,UK 3528416,SABMILLER PLC,PO BOX 1099     JOHANNESBURG 2000,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1454,,2 JAN SMUTS AVENUE     BRAAMFONTEIN 2107,http://www.sabmiller.com
Current,+27 11 507 0300,SPJPM,,Sponsor,AM,+27 11 507 0351,790,ruben.x.govender@jpmorgan.com,1995/011815/07,JP Morgan Equities Ltd,Private Bag X9936     Sandton 2146,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1454,,1  Fricker Road Cnr Fricker  and Hurlingham Road Illovo   Sandton 2196,http://www.jpmorgan.com
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1454,,,
Current,+27 11 312 9330,SCL,,Equity Issuer,SCL,+27 11 312 9334,1828,Info@sacoilholdings.com,1993/000460/06,SACOIL HOLDINGS LIMITED,POSTNET SUIT 211 PVT BAG X75    BRYANSTON 2021,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1828,"SacOil is a dual-listed JSE and AIM company whose mandate to
date has been to build an independent African upstream oil and
gas business with a balanced portfolio of assets in Africa.",2nd Floor The Gabba Dimension Data Campus 57 Sloane Street   BRYANSTON 2021,http://www.sacoilholdings.com
Current,,E&Y,,Audit Firm,E&Y,,3680,,908201,ERNST & YOUNG INC,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1828,,,
Current,+27 11 294 4444,SPNED,,Sponsor,NBKE,+27 11 295 1111,810,doristh@nedbank.co.za,1951/000009/06,Nedbank Capital ( a division of Nedbank Ltd),PO Box 1144     JOHANNESBURG 2000,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1828,,135 Rivonia Road Sandown    SANDTON 2196,http://www.nedbank.co.za
Current,+27 86 154 6572,LINK,,Transfer Secretary,LINK,+27 86 674 4381,857,info@linkmarketservices.co.za,2000/0072369/07,Link Market Services SA (Pty) Ltd,P O Box 4844     JOHANNESBURG 2000,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1828,,,
Current,+27 11 268 2400,SBV,,Equity Issuer,SBV,+27 11 268 2422,1467,ho@sabvest.com,1987/003753/06,SABVEST LIMITED,PO Box 78677     SANDTON 2146,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1467,"Sabvest is an investment group which has been listed since 1988. Its ordinary and “N”
ordinary shares are quoted in the Financials – Equity Investment Instruments sector of the JSE
Limited.",4 Commerce Square 39 Rivonia Road Sandhurst   SANDTON 2196,http://www.sabvest.com
Current,,D&T,,Audit Firm,D&T,,3679,,926973,DELOITTE & TOUCHE,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1467,,,
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1467,,,
Current,+27 11 2868725,BIPCM,,Interest Rate Issuer,PC1,+27 11 2869966,2825,pnaik@investec.co.za,2005/044389/07,PRIVATE COMM MORTGAGES (PTY) LTD,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2825,,,http://www.investec.co.za
Current,,BIPM1,,Interest Rate Issuer,PM1,,3082,,2011/000038/00,PRIVATE MORTGAGES 1 (PTY) LTD,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3082,,,
Current,+264 061 0227647,TRSC,,Transfer Secretary,TRSC,+264 061 0248531,854,,,Transfer Secretaries,P O Box 2410 Windhoek     ,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3082,,,
Current,,BIPRIM,,Interest Rate Issuer,PRIM2,,3085,,2011/000041/00,PRIVATE MORTGAGES 2 (PTY) LTD,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3085,,,
Current,+264 061 0227647,TRSC,,Transfer Secretary,TRSC,+264 061 0248531,854,,,Transfer Secretaries,P O Box 2410 Windhoek     ,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3085,,,
Current,+41 022 7213500,REI,,Equity Issuer,REI,+41 022 7213550,2622,infor@reinet.com,B140794,REINET INVESTMENTS S.C.A,50 Chenmin de la Chenaie Bellevue Geneva   SWITZERLAND 1293,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2622,"Reinet Investments has been created as a result of the restructuring of Richemont, the Swiss luxury goods business.

Reinet Investments S.C.A. is a securitisation vehicle incorporated under the laws of Luxembourg. It is listed on the Luxembourg Stock Exchange. Reinet Fund S.C.A. F.I.S. is a wholly-owned subsidiary of Reinet Investments and is a closed-end, specialised investment fund also established in Luxembourg. It is the investment vehicle for all of the investments held within the structure.",50 Chemin de la Chenaie Bellevue Geneva   SWITZERLAND 1293,http://www.reinet.com
Current,+27 11 282 8000,SPRAN,,Sponsor,RANM,+27 11 282 8008,785,sponsorteam@rmb.co.za,1929/001225/06,Rand Merchant Bank Corporate Finance Division,P O Box 786273     SANDTON 2146,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2622,,1 Merchant Place Cnr Fredman Drive & Rivonia Road Sandton   Johannesburg 2196,http://www.rmb.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2622,,,
Current,,BISLI,,Interest Rate Issuer,SMT1,,3093,,1998/021121/06,SANLAM LIFE INSURANCE LIMITED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3093,,,http://www.sim.sanlam.co.za
Current,+264 061 0227647,TRSC,,Transfer Secretary,TRSC,+264 061 0248531,854,,,Transfer Secretaries,P O Box 2410 Windhoek     ,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3093,,,
Current,,BIPROC,,Interest Rate Issuer,PROC1,,3083,,2011/000039/00,PROCUL LIMITED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3083,,,
Current,+264 061 0227647,TRSC,,Transfer Secretary,TRSC,+264 061 0248531,854,,,Transfer Secretaries,P O Box 2410 Windhoek     ,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3083,,,
Suspended,+27 11 301 5599,PKH,,Equity Issuer,PKH,+27 86 647 3850,2490,info@pkh.co.za,2000/024352/06,PROTECH KHUTHELE HOLDINGS LIMITED,Privaty Bag X6     LANSERIA 1748,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2490,,Corner of the R512 Elandsdrift Roads Bultfontein   LANSERIA 1748,www.pkh.co.za
Current,,D&T,,Audit Firm,D&T,,3679,,926973,DELOITTE & TOUCHE,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2490,,,
Current,+27 11 806 5616,SPDEL,,Sponsor,SPDEL,+27 11 806 5666,803,cpretorius@deloitte.co.za,1996/000037/07,Deloitte & Touche Sponsor Services (Pty) Ltd,Private Bag X6 Gallo Manor    Johannesburg 2052,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2490,,Deloitte Place The Woodlands 20 Woodlands Drive Woodmead  Johannesburg 2052,http://www.deloitte.co.za
Current,+27 86 154 6572,LINK,,Transfer Secretary,LINK,+27 86 674 4381,857,info@linkmarketservices.co.za,2000/0072369/07,Link Market Services SA (Pty) Ltd,P O Box 4844     JOHANNESBURG 2000,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2490,,,
Current,+27 21 947 9111,SLM,,Equity Issuer,SLM2,+27 21 947 3670,2052,johan.bester@sanlam.co.za,1959/001562/06,SANLAM LIMITED,PO Box 1 SANLAMHOF    CAPE TOWN 7532,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2052,"The Sanlam Group is one of the largest established
financial services groups in South Africa. Its core
activities are set out elsewhere in the Integrated
Report.",,http://www.sanlam.co.za
Current,+27 11 775 7000,SPDEU,,Sponsor,SPDEU,+27 11 775 7449,800,gail.bruce@db.com ,1995/011798/07,Deutsche Securities SA (Pty) Ltd,Private Bag X9933     SANDTON 2196,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2052,,3 Exchange Square 87 Maude Street    Johannesburg 2196,http://www.db.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2052,,,
