entity_id,alias,canonical
dwwb9p8cl2znhhk,Triponra Trading 448CC,Triponra Trading 448CC
npushd7j13ranp2,Mobu Legal and Communication CC,Mobu Legal and Communication CC
i7m4yrukja1yj9h,Fusion Coronation Strat Inc. - B,Fusion Coronation Strat Inc. - B
isxv8wa05jhkoe5,Foord Flexible FOF - B2,Foord Flexible FOF - B2
ifoj18tqu15i0l5,Personal Trust International,Personal Trust International
my8hh3j8yiayv3w,Harvard House,Harvard House
exvzf5265zjv26f,options,options
filb84zoyijhe8n,Metro,Metro
b9j73pohdaoryjg,Fusion Investec Value-B2,Fusion Investec Value-B2
jbw0dkajy4lbloe,Fusion Nedgroup Flex Income,Fusion Nedgroup Flexi Income-B
ea4ldjnv4qskcql,Fusion Investec Value-B3,Fusion Investec Value - B3
hyfskak44i0ttrq,SAS FIN,SAS FIN
eqanyf1acrhdfqa,Waltons,WALTONS
5ig5obov43u9954,Liberty International,Liberty International
nrwl7yva7l32woc,Hyprop Investments,HYPROP INVESTMENTS
pbape8mwduuzwbo,Fusion Coronation Absolute- B2,Fusion Coronation Absolute- B2
k6lgorcyvtd2ays,Fusion Coronation Top 20 - B,Fusion Coronation Top 20-B
ngnxgdwtmwo16tm,Fusion Nedgroup Flexi-B,Fusion Nedgroup Flexi Income-B
dtsjwg51f3t24is,Sehwai Ipokelle,Sehwai Ipokelle
h4tr46x9cj7ilia,Mmango,Mmango
f0a9iogdgueoti5,Schmidt Family Trust,Schmidt Family Trust
oumm9pwdx1vqp9d,Bosasa Operations,BOSASA OPERATIONS
ibhhhjfusk3bb10,Marsh,MARSH
k7z11vmkfzlpaq0,Tlotlisa Holdings,TLOTLISA HOLDINGS
helnctxjrykkjbj,Sithaba Design and Construction,Sithaba Design and Construction
l83g1y06vt9bctz,Safari Investments,Safari Investments
jbhul3mqse4q4zr,Stratequity,StratEquity
krormvnagxmz4jm,Potgietersrus Plats,Potgietersrus Plats
k24i2iz9ff366aq,Fusion Investec Cautious Managed-B2,Fusion Investec Cautious Managed-B2
c3eq0jnlsd0qotf,Fusion Coronation Strategic Inc-B,Fusion Coronation Strategic Inc-B
i4x77cice1lyoe9,Fusion Coronation Top 20-B,Fusion Coronation Top 20-B
jhwku20ad16e706,Helen Line-Hendriks,Helen Line-Hendriks
ey1xm0moopolgya,Capital Shopping Centres Group,CAPITAL SHOPPING CENTRES GROUP PLC (INCORPORATED IN ENGLAND)
jd2zjs97urqj0eo,Properties PLC,Properties PLC
jmam75rdqdxl56d,Capital Property Fund,CAPITAL PROPERTY FUND NOMINEES
erqfl68loexzl32,Standard Bank Group,STANDARD BANK GROUP
n231hglzck9uyxv,Helen Flora Matlanyane,Helen Flora Matlanyane
4554kyr6kgm0yb1,Dyambu Investment Nominees,DYAMBU INVESTMENT NOMINEES
i0lvpkw5em9twto,Alexander Forbes,ALEXANDER FORBES
hz7hbczjpohearu,Plettenberg Golf Estate,THE PLETTENBERG GOLF ESTATE
ctb1khtxiqy5q8z,PSG Flexible,PSG Flexible
fo2e4ouh745z9l6,Helen Lamoela,Helen Lamoela
mnsthy5j7focrpi,Plett Golf Estate,Plett Golf Estate
gf8x2q57ryyr5uu,Geelhoutboom Estate,Geelhoutboom Estate
jas7y56jbed0l00,IFA Hotels and Resorts,IFA HOTELS AND RESORTS
mgywwmn2f78w8ba,NEF [Asonke Shares],NEF [Asonke Shares]
nj8ewqjoacro64f,Investec Absolute Income-B,Investec Absolute Income-B
pdzw6j8lhkoh8vy,Fusion Glacier Geldmark,Fusion Glacier Geldmark
b54o0qa4mgbph3u,Fusion Nedgroup Rainmaker - B,Fusion Nedgroup Rainmaker - B
m0tlavlrkha6b7y,Fusion Glacier Geldmark - C,Fusion Glacier Geldmark
fdb02iu18rizdc0,Income-C,Income-C
nn8eahke97txhpb,Sehwai Ipokelle Club,Sehwai Ipokelle Club
oolvv796cjqb0nb,Spring Green Trading 54,Spring Green Trading 54
g2lu0fnjjytyd56,Coronation Balanced Plus Fund B Class,Coronation Balanced Plus Fund B
ci2bbtuz5vbybpl,Stand 1993 Houghton properties CC,Stand 1993 Houghton Properties CC
cuvjskanl5ssn06,Jerry Dimotana Thibedi,Jerry Dimotana Thibedi
ipqz54anr4jdp1a,Fusion Nedgroup Flexi Income-B,Fusion Nedgroup Flexi Income-B
oey08p4zbiw99cm,Fusion Nedgroup Stable - B,Fusion Nedgroup Stable - B
tiqgn5fr7p0rib8,Fusion Glacier Geldmark-C,Fusion Glacier Geldmark
omslrqulfww43wk,Sithabe Properties,Sithabe Properties
fo4bailc9i7zxjz,Sithaba Properties,Sithaba Properties
lqofbwh27537d2n,V,INVALID
g39kgf01111bym2,Parmtro Investments No 78,PARMTRO INVESTMENTS NO 78
ejxu3t9zwa0fi9m,Irvin and Jonson Holding Co.,Irvin and Jonson Holding Co.
o6uc9v53aik0zg2,Imvusa CC,Imvusa CC
mehqm536mzri7zu,Jabhile Pretty Ngubeni-Maluleka,Jabhile Pretty Ngubeni-Maluleka
eaxlu28erui9rqn,Fusion Nedgroup Rainmaker-B,Fusion Nedgroup Rainmaker - B
hqm67t6im4tnsfa,B,INVALID
0slurjgg7vmj792,Transnet,TRANSNET
ddj2wairt6gnmus,Bonke Trust,Bonke Trust
bvzjwyolvvovvz8,Mkhize Family Trust,Mkhize Family Trust
gwnktvati3nedij,O Nale Nna Trading,O NALE NNA TRADING
hnkn0dts1nhaayh,Oasis Crescent Equity Fund,Oasis Crescent Equity Fund
ngcz5t6gx1lipyd,Fusion Nedgroup Stable-B,Fusion Nedgroup Stable - B
bifm6w5eic1fxjn,Fusion Investec Value - B3,Fusion Investec Value - B3
i4aydl5omvx2i6b,Spring Green Trading 55,Spring Green Trading 55
kasl3oajnvz0c1v,Hostprops 1119,Hostprops 1119
fjvjukmmax24smw,Parmtro Investments No 79,PARMTRO INVESTMENTS NO 79
g2d5bfs9eynfa6m,Phophota Beauty Parlour,Phophota Beauty Parlour
hay7tn97a0tr9zn,Safari Investment,Safari Investment
krhy1ycv01j1if2,Harmony,Harmony
dlj65y4kkgv374n,Roshgold,Roshgold
bssavvg1jzhz90a,Inc.-B,Inc.-B
jt9x3y69erg4397,StratEquity,StratEquity
db101kysemqw4zm,Welkom Yizane,Welkom Yizane
fc0a65c1jilsadc,Helen Nonhlanhla Makhuba,Helen Nonhlanhla Makhuba
nnn95afsfol3jdo,Danie Prinsloo Family Trust,Danie Prinsloo Family Trust
d4fdjnja5199myt,Ntshonakoloni Investment Holdings [Dormant],Ntshonakoloni Investment Holdings
nxwmpt72odmh175,Cash Management Acc [ULA],Cash Management Acc [ULA]
dakk1k0vh3ip4hu,Allan Gray Equity Fund,Allan Gray Equity Fund
gxcwes0gu7zv847,Comparex,Comparex
gp9dzdv61ypz2ks,Ten Alliance Investments,Ten Alliance Investments
e9p5rx2wf0zto98,Bloemfontein Correctional Contracts,BLOEMFONTEIN CORRECTIONAL CONTRACTS
dxxvsqrfq7ds7ei,Milpark Foundation,MILPARK FOUNDATION
mafw3tmsq7dl27j,Gensec Eiendomsdienste,GENSEC EIENDOMSDIENSTE
g10c57tj51ov3e1,Marsh SA,MARSH
jfvmx4ikck8dkic,Kwelu Oxbow,Kwelu Oxbow
o5p6ypm0kjjhnpw,O Nalenna Trading CC,O NALE NNA TRADING
fw5rj11h9w6ln54,Sasol [Through Women in Mining Group],Sasol [Through Women in Mining Group]
frkbe0kn1rtopqu,ICI,ICI
blr317w26vh3cp9,The Thlokomelo Trust,The Thlokomelo Trust
hai9lg5smjb3d5t,Durango Consultant CC,Durango Consultant CC
jsx5tt9idciwrqm,Imilozi Trading Enterprise,Imilozi Trading Enterprise
gv06gzrz7uizsyp,Royal Bofoking Holdings,Royal Bofoking Holdings
b8xt6r5kfe69m3c,Royal Bafokeng Holdings,ROYAL BAFOKENG HOLDINGS
z41r37usvmk2ems,Roshsun,ROSHSUN INVESTMENTS
3p6qdjmwdj6eftq,Investec Opportunity Fund B3,Investec Opportunity Fund B3
cn9ph3e636tzumu,JH van der Merwe Ing.,JH van der Merwe Ing.
osadi668tqesdxq,Momentum International Equity Feeder [previously RMN Scitech FoF],Momentum International Equity Feeder
d5pjb4i0boo2q2y,Old Mutual Small Companies Fund,Old Mutual Small Companies Fund
o9p5n2qor9kbof5,One Trading 77 (Pty) Ltd,One Trading 77 (Pty) Ltd
mih8x70q8oi3c04,Nedgroup [RF] Investments Equity Fund R,Nedgroup [RF] Investments Equity Fund R
dxq4hdd792ukn94,Jacobus Hercules Van der Merwe,Jacobus Hercules Van der Merwe
ju7eopbbkefwx0p,Old Mutual [Closed] Small Companies Fund R**,Old Mutual [Closed] Small Companies Fund R**
jeyreiul5bo2vev,ABSA,ABSA GROUP
ku7p2z6s1yppawy,Marc Smalle Trust,Marc Smalle Trust
lvh1katjjr8lbws,Marriott Core Income B Class,Marriott Core Income B Class
n66b7h9smiczbin,Ian Ormiston Davidson,Ian Ormiston Davidson
k8hz4uhu0r56dog,Marc Smalle Trust [Family Trust with farm as asset - current dwelling],Marc Smalle Trust
nh457uz7dprsgl0,Rima Properties (Pty),Rima Properties (Pty)
o7q1kjwolt98e7o,[Closed] SIM Balanced Fund R,SIM [Closed] Balanced Fund R
nwg60nad6ikiiod,Investec [Closed] Worldwide Equity Feeder Fund R,Investec [Closed] Worldwide Equity Feeder Fund R
hd5f1wxghsh9g6u,SIM,SIM
jrogcyi3p9kuctq,Edge to Edge 74 (Pty) Ltd,Edge To Edge 74 (Pty) Ltd
gn0k5a7g5b1w15b,Nkomi Investment,Nkomi Investment
gfeja76anz0qkrf,Naledi Costs Consultants Bk,Naledi Costs Consultants Bk
gcfgdra8w12ss6z,Westmark Trading (Pty)Ltd [Co. closed],Westmark Trading (Pty) Ltd
oez7irhj8q08dfn,Investec Worldwide Equity Fund,Investec Worldwide Equity Fund
bwp35ocfh4twj4c,Old [Closed] Mutual small Companies Fund R,Old Mutual [Closed] Small Companies Fund R**
c6iuu4mgpng59bc,Investec Money Market Fund R**,Investec Money Market Fund
jky591hkfcd60w2,Investec [RF] Emerging Companies Fund R,Investec [RF] Emerging Companies Fund R
hm0bk6zdssh4oke,Investec Growth Fund R,Investec Growth Fund R
l1wp3yecqyq1kmb,Onale Nna Trading,O NALE NNA TRADING
kinc1du6i92azrh,Himera (Pty) Ltd,Himera (Pty) Ltd
o57u9w7eniso3rn,Himera Properties (Pty) Ltd,Himera Properties (Pty) Ltd
jo6aow4e8pray2d,Naledi Cost Consultants BK,Naledi Cost Consultants BK
oat413indf4cvul,Old Mutual SA Quoted Property Fund C Class,Old Mutual SA Quoted Property Fund C Class
e9h6nve5auholjy,Stand 1993 Houghton Properties CC,Stand 1993 Houghton Properties CC
ifsau3yuwdneirs,STANLIB [Closed] Small Cap Fund R,STANLIB [Closed] Small Cap Fund R
i6epkzk45ybbh59,Coronation Small Companies Fund,Coronation Small Companies Fund
gwsck1kjscr5nv8,SIM Value Fund R,SIM Value Fund R
npkfaov1u0abofs,Naledi Costs Consultant BK,Naledi Costs Consultants Bk
oyqftqgktjh9wpi,Nedgroup [Closed] Investments Entrepreneur Fund R,Nedgroup [Closed] Inv. Entrepreneur Fund R**
8grm64pzendvdko,Nedgroup Inv. Rainmaker Fund,Nedgroup Inv. Rainmaker Fund
imc9glnua1xpper,Coronation Balanced Plus Fund B,Coronation Balanced Plus Fund B
hrukch5ebrr0rvn,James Selfe,James Selfe
focr8g3ym5yba91,Stand 1993 - Houghton Properties,STAND 1993 HOUGHTON PROPERTIES
gded8caex17cpfw,Plan B Trading Enterprise,Plan B Trading Enterprise
f4xu1v64q9dvs7b,Nedgroup [Closed] Inv. Managed Fund R,Nedgroup [Closed] Inv. Entrepreneur Fund R**
na99oau7kg6qzoo,Services Fund,Services Fund
okolm6s0c5id6n9,SIS Bond Index Fund,SIS Bond Index Fund
cog0l4l70h2kliu,Allan Gray Money Market Fund,Allan Gray Money Market Fund
den08p0jilnoz2n,West Mart Trading (Pty),West Mart Trading (Pty) Ltd
oafxenn8yuxphum,Coronation World Equity [ZAR] Fund of Funds,Coronation World Equity [ZAR] Fund of Funds
g3iddwhf5eimio3,Old [Closed] Mutual Global Equity Fund R,Old Mutual [Closed] Global Equity Fund R
fdudp3lihykdh4j,[Closed] RMB Strategic Opportunities Fund R,[Closed] RMB Strategic Opportunities Fund R
oovodbf73kjx61p,SIM Small Cap Fund R,SIM Small Cap Fund R
dongpogqi38mqj2,Nedgroup Inv Entrepreneur Fund,Nedgroup Inv Entrepreneur Fund
leyhjh7rdq8xq2z,STANLIB Small Cap Fund,STANLIB Small Cap Fund
ia1aen7tu77t1in,Nedgroup Inv Managed Fund,Nedgroup Inv. Managed Fund
ghi2p3xl8m0gtl4,SIM Balanced Fund,SIM Balanced Fund
iwcymmijvnzezny,Investec Growth Fund,Investec Growth Fund
hmmrv3lfupaoavs,SIM Value Fund,SIM Value Fund
oqwdnvuugvd9s18,Nedbank Rainmaker,Nedbank Rainmaker
c96xe0l9tgrndco,Letsatsi Solutions (Pty) Ltd,Letsatsi Solutions (Pty) Ltd
l5i2vnw073cyxb3,Hair Meets Make-up,Hair Meets Make-up
bg1f26acecbxvz8,RMB SciTech Fund of Funds A,RMB SciTech Fund of Funds A
jswjy35mns3vtko,SIS [Closed] Bond Index Fund,SIS [Closed] Bond Index Fund
lsakxbklz66stje,Metropolitan General Equity Unit Trust,Metropolitan General Equity Unit Trust
dgedfk2umevh788,Old Mutual Financial Services Fund,Old Mutual Financial Services Fund
b592x7is1o0f3fd,Nedgroup [Closed] Inv. Entrepreneur Fund R**,Nedgroup [Closed] Inv. Entrepreneur Fund R**
ni2ax39xz9k13hh,Bepela Investments,Bapela Investments (Pty) Ltd
r3813pglf8p7dor,Webeasy Africa [Resigned],Webeasy Africa
d2kp4lxt7rwahq6,Alexandra Centenary Association,ALEXANDRA CENTENARY ASSOCIATION
gjn1zd2tzx9v0u4,Kusini Drinks CC [Dormant],Kusini Drinks CC
m8age6wpmar0rae,Buylines 165 (Pty) Ltd,Buylines 165 (Pty) Ltd
hyzlv5zwpek3au7,Monare Family Trust [Holds general consultancy],Monare Family Trust
ix535z1e46dvgc7,Investec [Closed] Growth Fund R,Investec [Closed] Growth Fund R
ubg5zypz4siv4yl,Coronation Smaller Companies Fund,Coronation Small Companies Fund
hue0k34y0rmo3wj,Old [Closed] Mutual Financial Services Fund R,Old [Closed] Mutual Financial Services Fund R
cgx2i6i625t49ws,Old Mutual [Closed] Global Equity Fund R,Old Mutual [Closed] Global Equity Fund R
mx1meobafe30rmf,MET General Equity Unit,MET General Equity Unit
o0uo7nr016ekry9,Nedgroup [Closed] Inv. Rainmaker Fund R,Nedgroup [Closed] Inv. Entrepreneur Fund R**
l1bnegvxcoabk8w,Old Mutual Global Equity Fund,Old Mutual Global Equity Fund
f4ubd55gxacg6aa,Nedgroup Inv. Managed Fund,Nedgroup Inv. Managed Fund
i3ct16nym4d8kgp,Johannes Hendrik De Lange,Johannes Hendrik De Lange
dqb16spmm8jvm73,John Henry Steenhuisen,John Henry Steenhuisen
fxd6tk8v27bql8w,[Closed] Nedgroup Investments Managed Fund R,[Closed] Nedgroup Investments Managed Fund R
m335m9luq4btmik,Old [Closed] Mutual Small Companies Fund R,Old Mutual [Closed] Small Companies Fund R**
mq3fif8iik2k9gh,Investec [RF] emerging Companies Fund R,Investec [RF] Emerging Companies Fund R
iy5hj3jswje2ms9,Momentum Top 25 Fund,Momentum Top 25 Fund
m03l3gn2l7am7tl,Coronation World Equity [ZAR] FoF A,Coronation World Equity [ZAR] FoF A
kbba83vmonwjl2a,Chemspec,Chemspec
hfu9yz6qx0i3351,Letsatsi Solutions t/a LHR (Pty) Ltd,Letsatsi Solutions t/a LHR (Pty) Ltd
fn5pbrkmq8mlhcs,Wa Tidi Ya Malalela Trust,Wa Tidi Ya Malalela Trust
dfmx7wbgbuvivj5,Coronation World Equity FoF,Coronation World Equity FoF
kxnfnsr5qe51b1i,Nedgroup Inv Equity Fund,Nedgroup Inv Equity Fund
osrrhkovjq1huwb,Marula Electonics CC,Marula Electonics CC
973a0sfs9cn8blh,Eagle Creek Invest (Pty)Ltd,Eagle Creek Investments (Pty) Ltd
f5lpf69gdmmj7i4,Investec Emerging Companies Fund,Investec Emerging Companies Fund
li4msbhfzjw7x56,SIM Small Cap Fund,SIM Small Cap Fund
hrrozfytac7huii,NEF Asonge,Asonge NEF
kqyz7dmb0e5xggm,SIM [RF] Small Cap Fund R,SIM [RF] Small Cap Fund R
gx6bk459y4wnow0,SIM [Closed] Balanced Fund R,SIM [Closed] Balanced Fund R
pbw52dy496jnz1k,Groeibeleggings Edms Bpk [Dormant],Groeibeleggings (Edms) Bpk
cmurq7n52e3tdas,Momentum International Equity Feeder Fund A,Momentum International Equity Feeder
gy7gsmi1qvev34m,John Harold Jeffery,John Harold Jeffery
fvkb9r06ctq4nen,Watidi Ya Makalela Trust,Watidi Ya Makalela Trust
c7nucf8ken6gds8,Joseph Job McGluwa,Joseph Job McGluwa
buvior6gay6f3bt,Companies Fund,Companies Fund
mnmys67hwlc1gc6,One-O-Nine Consultants Trust,One-O-Nine Consultants Trust
dptn9t16is87gs7,Kenneth Sililo Mubu,Kenneth Sililo Mubu
mixg9ua4d7j0qzw,Anaconda Worldwide Mining (Pty) Ltd,Anaconda Worldwide Mining (Pty) Ltd
k1ujtl4y8u9gej0,Altius Trading 299,Altius Trading 299
h2k8in7xsyp42a2,NEF [Asonge],Asonge NEF
fib21arivjbj3vy,Investec Money Market Fund,Investec Money Market Fund
3o1eadejytdcqac,Masincazelane Trust,Masincazelane Trust
of4swkwawu6eloh,Masiwcazelane (Pty) Ltd,Masiwcazelane (Pty) Ltd
mhkp2hjb85gu62k,Letsatsi Solutions,Letsatsi Solutions
otcww0ulyo8svo1,Zebediela Bricks,ZEBEDIELA BRICKS
bg2h50t0cnemh9r,Uhuru Invest. CC,Uhuru Invest. CC
lhcsy0j23tglo26,Pamodzi Investment Holding,PAMODZI INVESTMENT HOLDINGS
duyrh12xcmuj2mn,Tricia and Tros,Tricia and Tros
bj30y3sz0m5stc0,Khulani Holdings Ltd,KHULANI HOLDINGS
czbnkv9d6lysu9i,Bombani Cleaning Services,Bombani Cleaning Services
n50cgm8j765wgct,Thilo Management Holdings,Thilo Management Holdings
cw4lpvwg3lsbla7,Monare Family Trust,Monare Family Trust
fqv9b5dgst55fjd,Dikhoamo,Dikhoamo
c0wp2tvwgz6q9p3,Investec [Closed] Worldwide Equity FF R,Investec [Closed] Worldwide Equity FF R
o1d335a398w4o89,Momentum [RF] Top 25 Fund R,Momentum [RF] Top 25 Fund R
o9jdaysxi5qe1aa,PJDK Trust,PJDK Trust
bu34k2ir2ks6goa,Uhuru Trust [Dormant],Uhuru Trust
i9nkkkbcbdvuybx,Whiphold Sasol,Whiphold Sasol
jjtj4lc5l99jt6c,Kgomotso Ruth Magau,Kgomotso Ruth Magau
euw8bvl9g8rv5vt,Afrene Tanzania,Afrene Tanzania
f7vdb2nzoqmqq12,Holdings,Holdings
j06bn90egdi0fdw,Zebediele Bricks (Pty) Ltd,Zebediele Bricks (Pty) Ltd
dgam67k2gyjo19w,Zelphy Mining (Pty) Ltd,Zelphy Mining (Pty) Ltd
fi09kzrdnnrqzvr,Thethane Investments (Pty) Ltd,Thethane Investments (Pty) Ltd
d68nar5f4w4qj2v,Bapela Investments (Pty) Ltd [Dormant],Bapela Investments (Pty) Ltd
entdqf1lscx2i7i,Uhuru Trust,Uhuru Trust
hmnwsh4gfyilca3,Zelpy Mining )Pty) Ltd,Zelpy Mining (Pty) Ltd
j07831umih4ylvm,Alex Centenary Ass.,Alex Centenary Ass.
lcmstr21jsw9yir,Dita.. Investment Com.,Dita.. Investment Com.
lj4cr0e48srtk22,Mveledzo Investments,Mveledzo Investments
oow1w1iy8e7b67l,Shelf Frame .. Three,Shelf Frame .. Three
buu275e03pgvr33,Golf Resort Club,Golf Resort Club
k85koyfknamsq45,Letlapa Moroatshoge Mphahlele,Letlapa Moroatshoge Mphahlele
d7j9z2p4t19xbhe,Stratequity Empowerment Investments 1 Ltd,StratEquity Empowerment Investment (Pty) Ltd
o5ttwhfxlhwt1ed,Stratequity Empowerment,StratEquity Empowerment Investment (Pty) Ltd
jyas16wk2njc7k6,Khethani Communications [Resigned],Khethani Communications
cxgav7elnaackfu,Old Mutual Top Co. Fund,Old Mutual Top Companies
eevxkc48ti00516,Grand Parade Inv,GRAND PARADE INVESTMENTS
eonk4d5drbfxk2t,Nelnabui,Nelnabui
gh703zkv1dzjpjc,Pamodzi Investment Holdings,PAMODZI INVESTMENT HOLDINGS
ngl7klzm7bpdpxs,Blue Dot Properties,Blue Dot Properties
i844ovw8vnrh3e2,Tradevorx 9 (Pty) Ltd,Tradevorx 9 (Pty) Ltd
lcco5eo7xq4geuv,Investments 1 Ltd [Dormant],Investments 1 Ltd
de7926sfnsyyhq4,Grand Parade Inv.,GRAND PARADE INVESTMENTS
j1lguwoy4pxxpms,Lennit Hendry Max,Lennit Hendry Max
eftdalpbdn18mcb,Leonard Ramatlakane,Leonard Ramatlakane
gxsfz4j1wyjlyyp,Kgalema Petrus Motlanthe,Kgalema Petrus Motlanthe
b1u0y4h0cn2glz7,Eagle Creek Invest (Pty) Ltd,Eagle Creek Investments (Pty) Ltd
mfct9hjr9ehxvd5,Mphe Investments,Mphe Investments
m6eheexza0mm82y,Malenekhoa,Malenekhoa
bfxhlqobnymcvxa,Ashonge,Ashonge
jn2ilrykyo45wsb,Fullout Put,Fullout Put
hyi4tx1bren575m,Tricia &amp; Tros,Tricia & Tros
cjzpehaaj7859sy,Metropolitan Diamonds,Metropolitan Diamonds
fdvnlbfdovd72kb,Edgebay Investment,Edgebay Investments
hod041nqye9gih2,MTN Zakhele,MTN ZAKHELE (RF)
pcoqopfm8ysah74,Drakensberg Distil (Pty) Ltd,Drakensberg Distillery (Pty) Ltd
ojeqad3dn72bkyd,Discovery Equity Fund,Discovery Equity Fund
jdcttkk6ufff29x,Morwakubane Wholesalers,Morwakubane Wholesalers
ljj2bp1r02sx9ik,Mabopane Community Services (deregistered),Mabopane Community Services Consortium
nwykew1je11uj7y,Old Mutual Investment Fund,Old Mutual Investment Fund
8j4tlmzfvas0dve,Lydia Sindisiwe Chikunga,Lydia Sindisiwe Chikunga
ovhfrt5q8z2fduc,Vhakazi Holding,Vhakazi Holding
mnsxipptokulq5z,Edgebay Investments,Edgebay Investments
kua3ewlojktctxp,Telkom SA Limited,TELKOM SA
hczboryiy1ezkdj,L J Tolo,L J Tolo
layux4j4pg6mtpp,Microzone,MICROZONE MINING
j6qog44id53z820,Lulama Marytheresa Xingwana,Lulama Marytheresa Xingwana
mg7zjj5q2lu62yq,Golf Resorts Club,Golf Resorts Club
hvduoo8x2s8a558,Buang Basade Mabopane Community Services,Buang Basade Mabopane Community Services
it8ny5ir4y6h31t,Dyambo Holdings,Dyambu Holdings (Pty) Ltd
b4d9xgpcamqna9r,Twoship Pty Ltd,Twoship Pty Ltd
d1hz8vyafgubrog,Grand Parade Investment,GRAND PARADE INVESTMENTS
oi8i9z1t29azcuw,UG2 Platinum,UG2 PLATINUM
koxxaet8mkww4o2,Litho Suka,Litho Suka
mhc8uj1wm0xrkgw,Realeboga Womens Industry (Pty) Ltd,Realeboga Womens Industry (Pty) Ltd
mo857b5jlcusprj,Old Mutual Inv. Fund,Old Mutual Investment Fund
fsnam4ugnb63mb4,Old Mutual Invest Fund,Old Mutual Investment Fund
dh28vrcltmdo8yq,Fixtrade [Dormant],FIXTRADE
fzfbq80ivqwusd8,Pels Construction,Pels Construction
nnjm9pjy7rhgqvf,Nedbank-Eyethu,Nedbank-Eyethu
cg3ixiv9zyp1c99,Letsau Nelson Diale,Letsau Nelson Diale
pf72h568ydzsjq9,Kubane Motor Spares,Kubane Motor Spares
c5ga782nklzuxh7,Sedibeng Cafe,Sedibeng Cafe
h47u8doxktqey8g,1/2 Price Store,1/2 Price Store
gpcuy9km1222uxi,Sawini,Sawini
k2d3aptqgjd2sp1,Old Mutual Investor Fund,Old Mutual Investment Fund
n26jld6pf9qcea6,Pacific Heights Inv. 61,Pacific Hieghts Investments 61 (Pty) Ltd
g884la544ez030u,Batho Bonke Shares,Batho Bonke Shares
lbodml5qofk1p2v,MTN Sakhele,MTN Sakhele
ym5y0h0sulcyr6v,Kores Cleaning,Kores Cleaning
mzqh830dcs1xqcy,LM Tolo Supermarket,LM Tolo Supermarket
f8wh4yow7xprmfi,Realeboga Womens Investment (Pty) Ltd,Realeboga Womens Investment (Pty) Ltd
e0zpo2eb05yq7t7,Investments (Pty) Ltd,Investments (Pty) Ltd
jz5bagzdh8l8f3i,Old Mutual Top Company,Old Mutual Top Companies
nhe0wefsmk9zr6x,Secured Money Market Fund,Secured Money Market Fund
dppk7338zoqwdv2,Investments,Investments
gsjysxtfy737t8q,[Resigned],
fpgkh20yuw3b82s,Discovery Balanced Fund,Discovery Balanced Fund
ilu9mi8hn697epr,Phutuma Nati,Phuthuma Nathi
efcu1r22mfbm8ah,Old Mutual Top Companies,Old Mutual Top Companies
hn7yydrtu2xzr9s,Kgoro Upliftment Projects Limpopo,Kgoro Upliftment Projects Limpopo
m0o51l7uttrafs3,Kuphelile Investments (Pty) Ltd,Kuphelile Investments (Pty) Ltd
e6cxymgkzj7px5a,Sasol Inzalo Shares,Sasol Inzalo Shares
feaqmn3ljvtfvol,Quadratic Trading [Dormant],QUADRATIC TRADING
nj04bpyav0ba7ka,Yetani,Yetani
o3k5u0ekxftnh78,Phtuthuma Nathi,Phtuthuma Nathi
fm84cg7b42zz2rz,Automn Star Trading,Automn Star Trading
fj9dcrvyew6pc2f,Glen Mib,Glen MIB
m6jf3sgmpklpy3b,Mabebotha Business,Mabebotha Business
jhue7n3e63msaun,Discovery Health,DISCOVERY HEALTH
ldxwjthgog89jf2,Thundercats Inv. 92,Thunder Cats Inv. 92
c51zchyks2p1x78,Broad Market Trading 64,Broad Market Trading 64
h3gykv9ueo2ntfl,Bokhuseleni Trading CC,Bokhuseleni Trading CC
ftz3p0je3mjy8k0,Microzone [Dormant],MICROZONE MINING
d4801gv1xr2sfty,Microzone Trading,Microzone Trading
er6vjf6e1d6wn3o,Edge to Edge,Edge To Edge
e5ibq0kzo1aezwb,Edge To Edge,Edge To Edge
ieyrqe5rrhcvoxc,Batho-Bonke,Batho-Bonke
nn3ygvay92l9m9h,M-Net,M-Net
cah684wnxtb7wf1,Triple Option 557,Triple Option 557
pdmzngpulif1o9k,Vallieta Family Trust,Vallieta Family Trust
h3h4e9u5oseq1xd,African Rainbow Minerals,AFRICAN RAINBOW MINERALS
oyuocxodxf48o8g,Pels Construction [Dormant],Pels Construction
l3kf9lul78dv3co,Phuthuma Nati,Phuthuma Nathi
gvkvuujkuzi1fvd,Limpopo,Limpopo
h220fsj4yscfkvx,Outeniqua Promotions,Outeniqua Promotions
lra844az26ttrct,Firstrand,FIRSTRAND
enm31o3shjmx7ja,World Wide Armula Ltd,World Wide Armula Ltd
jqx35fnaefdlk3l,Sawima,Sawima
kq7jtbbdedwbqe0,Kgoro Upliftment Project Limpopo,Kgoro Upliftment Projects Limpopo
oasor1dclrmw5oh,Cool Ideas,Cool Ideas
hdjgn1an99ybq2s,Mamalets Trading,Mamalets Trading Enterprises
l26464omd1of7i3,MMI Holdings,MMI HOLDINGS
czhpbm5gyzlxvf2,African Rainbow Mineries,AFRICAN RAINBOW MINERALS
or5pk8xh7fa1bdr,Technologies - Kara Chess Academy,Technologies - Kara Chess Academy
j78qu1p1p3eaf72,World Wide Africa Investment,World Wide Africa Investment
klgx0yag39l35px,Dyambu Holdings,Dyambu Holdings (Pty) Ltd
dpuocth0u3w7nug,Fundisa,FUNDISA
