family_name,given_name,name,pa_url,summary,telephone_number,email,popit_id,source_url
,,Vuyiwe Hani,http://www.pa.org.za/person/vuyiwe-hani/,,,vuyiwe.hani@wcpp.gov.za,za.org.pa.www/core_person/1610,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1610
Hani-Rasi,Vuyiwe,Vuyiwe Hani-Rasi,http://www.pa.org.za/person/vuyiwe-hani-rasi/,,,,za.org.pa.www/core_person/4606,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4606
Banzi,Vuyokazi,Vuyokazi Banzi,http://www.pa.org.za/person/vuyokazi-banzi/,,,,za.org.pa.www/core_person/4784,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4784
Mkhize,Vuyokazi Convenience,Vuyokazi Convenience Mkhize,http://www.pa.org.za/person/vuyokazi-convenience-mkhize/,,,,za.org.pa.www/core_person/4035,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4035
Ketabahle,Vuyokazi,Vuyokazi Ketabahle,http://www.pa.org.za/person/vuyokazi-ketabahle/,,,,za.org.pa.www/core_person/6688,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6688
Gravel,Vuyokazi Victoria,Vuyokazi Victoria Gravel,http://www.pa.org.za/person/vuyokazi-victoria-gravel/,,,,za.org.pa.www/core_person/8620,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8620
Mfidi,Vuyolwethu,Vuyolwethu Mfidi,http://www.pa.org.za/person/vuyolwethu-mfidi/,,,,za.org.pa.www/core_person/5001,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5001
Sambu,Vuyolwethu Primrose,Vuyolwethu Primrose Sambu,http://www.pa.org.za/person/vuyolwethu-primrose-sambu/,,,,za.org.pa.www/core_person/4002,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4002
Tambo,Vuyelwa Vivian,Vuyelwa Vivian Tambo,http://www.pa.org.za/person/vv-tambo/,,,,za.org.pa.www/core_person/1954,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1954
Maphanga,Walter Bongani,Walter Bongani Maphanga,http://www.pa.org.za/person/walter-bongani-maphanga/,,,,za.org.pa.www/core_person/4209,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4209
Malope,Walter,Walter Malope,http://www.pa.org.za/person/walter-malope/,,,,za.org.pa.www/core_person/5853,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5853
Saul,Walter Moratiwa,Walter Moratiwa Saul,http://www.pa.org.za/person/walter-moratiwa-saul/,,,,za.org.pa.www/core_person/7808,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7808
Tsehlo,Walter Mosala,Walter Mosala Tsehlo,http://www.pa.org.za/person/walter-mosala-tsehlo/,,,,za.org.pa.www/core_person/5598,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5598
Van Eeden,Walter Thillo,Walter Thillo Van Eeden,http://www.pa.org.za/person/walter-thillo-van-eeden/,,,,za.org.pa.www/core_person/5989,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5989
Mavana,Wandile,Wandile Mavana,http://www.pa.org.za/person/wandile-mavana/,,,,za.org.pa.www/core_person/8695,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8695
Mqina,Wandisile Ethelbert,Wandisile Ethelbert Mqina,http://www.pa.org.za/person/wandisile-ethelbert-mqina/,,,,za.org.pa.www/core_person/5297,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5297
Gajana,Wandisile,Wandisile Gajana,http://www.pa.org.za/person/wandisile-gajana/,,,,za.org.pa.www/core_person/7989,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7989
Julius,Wane Isaac Henry,Wane Isaac Henry Julius,http://www.pa.org.za/person/wane-isaac-henry-julius/,,,,za.org.pa.www/core_person/7214,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7214
Chapman,Warick Bruce,Warick Bruce Chapman,http://www.pa.org.za/person/warick-bruce-chapman/,,,,za.org.pa.www/core_person/6247,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6247
Hassiem,Wasfie,Wasfie Hassiem,http://www.pa.org.za/person/wasfie-hassiem/,,,,za.org.pa.www/core_person/5505,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5505
Mafanya,Washington Tseko Isaac,Washington Tseko Isaac Mafanya,http://www.pa.org.za/person/washington-tseko-isaac-mafanya/,,,,za.org.pa.www/core_person/6693,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6693
Thring,Wayne Maxim,Wayne Maxim Thring,http://www.pa.org.za/person/wayne-maxim-thring/,"Mr Thring joined the ACDP in 1995 after being invited to an ACDP meeting at the Mariannridge Community Hall. He was then elected to the position of Deputy Chairman in KZN and subsequently to the position of Chairman in 1997, a position he held for over 10 years. He was later elected to the position on Provincial Leader and is currently the ACDP’s Deputy President. Mr Thring represented the ACDP in the eThekwini Metro as Councillor between 2000 and 2013. There, he held the position of ACDP Whip and Caucus Leader, and was a member of the Economic and Development Committee. He was one of the longest serving Councillors on that committee (over 11 years).  In June 2013, Mr Thring became a Member of the National Assembly. He holds the position of ACDP Parliamentary Leader and his Portfolio Committees include Economic Development and Trade and Industry.",(021) 403 2911,,za.org.pa.www/core_person/1333,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1333
Spies,W D,W D Spies,http://www.pa.org.za/person/w-d-spies/,,,,za.org.pa.www/core_person/952,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/952
Ntongana,Webster Mbasa,Webster Mbasa Ntongana,http://www.pa.org.za/person/webster-mbasa-ntongana/,,,,za.org.pa.www/core_person/5999,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5999
Seleke,Webster Thabang,Webster Thabang Seleke,http://www.pa.org.za/person/webster-thabang-seleke/,,,,za.org.pa.www/core_person/7807,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7807
Hamilton,Weizmann William,Weizmann William Hamilton,http://www.pa.org.za/person/weizmann-william-hamilton/,,,,za.org.pa.www/core_person/9439,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9439
Moorosi,Welcome,Welcome Moorosi,http://www.pa.org.za/person/welcome-moorosi/,,,,za.org.pa.www/core_person/6878,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6878
Mdolomba,Wele Clement,Wele Clement Mdolomba,http://www.pa.org.za/person/wele-clement-mdolomba/,,,,za.org.pa.www/core_person/4149,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4149
Mzozoyana,Welile Freeman,Welile Freeman Mzozoyana,http://www.pa.org.za/person/welile-freeman-mzozoyana/,,,,za.org.pa.www/core_person/7536,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7536
Vika,Welile Nkosinathi David,Welile Nkosinathi David Vika,http://www.pa.org.za/person/welile-nkosinathi-david-vika/,,,,za.org.pa.www/core_person/5933,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5933
Mthembu,Wellington Mandlakayise,Wellington Mandlakayise Mthembu,http://www.pa.org.za/person/wellington-mandlakayise-mthembu/,,,,za.org.pa.www/core_person/7555,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7555
,,Wellington Ntsondo,http://www.pa.org.za/person/wellington-ntsondo/,,083 4706 768,,za.org.pa.www/core_person/3595,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/3595
Booi,Wellington Zwelandile,Wellington Zwelandile Booi,http://www.pa.org.za/person/wellington-zwelandile-booi/,,,,za.org.pa.www/core_person/9162,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9162
Singo,Wendy Emelda,Wendy Emelda Singo,http://www.pa.org.za/person/wendy-emelda-singo/,,,,za.org.pa.www/core_person/5423,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5423
Philander,Wendy Felecia,Wendy Felecia Philander,http://www.pa.org.za/person/wendy-felecia-philander/,,,,za.org.pa.www/core_person/6666,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6666
Nelson,Wendy Joy,Wendy Joy Nelson,http://www.pa.org.za/person/wendy-joy-nelson/,"Wendy Joy Nelson's plenary attendance record for Feb-Apr [2013](/file_archive/wendy-joy-nelson-attendance-2013 ""wendy joy nelson attendance"") and [2012](/file_archive/wendy-joy-nelson-attendance-2012 ""wendy joy nelson attendance"").",,wnelson@parliament.gov.za,za.org.pa.www/core_person/845,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/845
,,WENDY MATSEMELA,http://www.pa.org.za/person/wendy-matsemela/,,,igasealahwe@nwpg.gov.za,za.org.pa.www/core_person/1611,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1611
Horn,Werner,Werner Horn,http://www.pa.org.za/person/werner-horn/,,,,za.org.pa.www/core_person/6206,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6206
Kolesky,Werner Johann,Werner Johann Kolesky,http://www.pa.org.za/person/werner-johann-kolesky/,,,,za.org.pa.www/core_person/9385,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9385
Le Grange,Werner,Werner Le Grange,http://www.pa.org.za/person/werner-le-grange/,,,,za.org.pa.www/core_person/6276,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6276
Weber,Werner Ludolf,Werner Ludolf Weber,http://www.pa.org.za/person/werner-ludolf-weber/,,,,za.org.pa.www/core_person/9274,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9274
Meshoa,Werner Petro,Werner Petro Meshoa,http://www.pa.org.za/person/werner-petro-meshoa/,,,,za.org.pa.www/core_person/7263,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7263
Pretorius,Werner,Werner Pretorius,http://www.pa.org.za/person/werner-pretorius/,,,,za.org.pa.www/core_person/6451,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6451
Senekal,Werner,Werner Senekal,http://www.pa.org.za/person/werner-senekal/,,,,za.org.pa.www/core_person/6419,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6419
Basson,Wessel Hermanus,Wessel Hermanus Basson,http://www.pa.org.za/person/wessel-hermanus-basson/,,,,za.org.pa.www/core_person/7251,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7251
Wessels,Tersia Susara,Tersia Susara Wessels,http://www.pa.org.za/person/wessels-tersia/,,,twessels@gpl.gov.za,za.org.pa.www/core_person/1612,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1612
Ndlovu,Wezile Angel,Wezile Angel Ndlovu,http://www.pa.org.za/person/wezile-angel-ndlovu/,,,,za.org.pa.www/core_person/7478,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7478
Tikana,Weziwe,Weziwe Tikana,http://www.pa.org.za/person/weziwe-tikana/,,,,za.org.pa.www/core_person/4360,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4360
Thusi,Weziwe Gcotyelwa,Weziwe Gcotyelwa Thusi,http://www.pa.org.za/person/wg-thusi/,,,masikof@dact.kzntl.gov.za,za.org.pa.www/core_person/1955,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1955
Naumann,Wilco,Wilco Naumann,http://www.pa.org.za/person/wilco-naumann/,,,,za.org.pa.www/core_person/6550,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6550
Zaza,Wilford Mlamleli,Wilford Mlamleli Zaza,http://www.pa.org.za/person/wilford-mlamleli-zaza/,,,,za.org.pa.www/core_person/9107,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9107
Van Der Linde,Wilhelmus Gerhardus,Wilhelmus Gerhardus Van Der Linde,http://www.pa.org.za/person/wilhelmus-gerhardus-van-der-linde/,,,,za.org.pa.www/core_person/9368,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9368
Venter,Wilhelm,Wilhelm Venter,http://www.pa.org.za/person/wilhelm-venter/,,,,za.org.pa.www/core_person/6587,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6587
Harmse,Willem Abraham,Willem Abraham Harmse,http://www.pa.org.za/person/willem-abraham-harmse/,,,,za.org.pa.www/core_person/4053,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4053
Nel,Willem Adriaan,Willem Adriaan Nel,http://www.pa.org.za/person/willem-adriaan-nel/,,,,za.org.pa.www/core_person/9381,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9381
Van Dyk,Willem Adriaan,Willem Adriaan Van Dyk,http://www.pa.org.za/person/willem-adriaan-van-dyk/,,,,za.org.pa.www/core_person/9315,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9315
Diedericks,Willem Barend,Willem Barend Diedericks,http://www.pa.org.za/person/willem-barend-diedericks/,,,,za.org.pa.www/core_person/7491,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7491
Cloete,Willem Francois,Willem Francois Cloete,http://www.pa.org.za/person/willem-francois-cloete/,,,,za.org.pa.www/core_person/7238,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7238
Faber,Willem Frederik,Willem Frederik Faber,http://www.pa.org.za/person/willem-frederik-faber/,,(021) 403 2443,"wfaber@parliament.gov.za
willemffaber007@gmail.com",za.org.pa.www/core_person/1028,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1028
Fourie,Willem Hendrik Greeff,Willem Hendrik Greeff Fourie,http://www.pa.org.za/person/willem-hendrik-greeff-fourie/,,,,za.org.pa.www/core_person/8619,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8619
Potgieter,Willem Johannes,Willem Johannes Potgieter,http://www.pa.org.za/person/willem-johannes-potgieter/,,,,za.org.pa.www/core_person/6649,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6649
De Beer,Willem Marthinus,Willem Marthinus De Beer,http://www.pa.org.za/person/willem-marthinus-de-beer/,,,,za.org.pa.www/core_person/9422,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9422
Du Plooy,Willem Mechiel Coenraad,Willem Mechiel Coenraad Du Plooy,http://www.pa.org.za/person/willem-mechiel-coenraad-du-plooy/,,,,za.org.pa.www/core_person/9340,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9340
Van Wyk,Willem Meshark,Willem Meshark Van Wyk,http://www.pa.org.za/person/willem-meshark-van-wyk/,,,,za.org.pa.www/core_person/4013,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4013
Davel,Willem Stephanus,Willem Stephanus Davel,http://www.pa.org.za/person/willem-stephanus-davel/,,,,za.org.pa.www/core_person/6596,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6596
Clayton,William Arthur,William Arthur Clayton,http://www.pa.org.za/person/william-arthur-clayton/,,,,za.org.pa.www/core_person/6454,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6454
Bobotyane,William Bulelani,William Bulelani Bobotyane,http://www.pa.org.za/person/william-bulelani-bobotyane/,,,,za.org.pa.www/core_person/9259,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9259
Nel,William Franklin,William Franklin Nel,http://www.pa.org.za/person/william-franklin-nel/,,,,za.org.pa.www/core_person/4058,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4058
Eyre,William Frederick,William Frederick Eyre,http://www.pa.org.za/person/william-frederick-eyre/,,,,za.org.pa.www/core_person/9379,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9379
Leukes,William John,William John Leukes,http://www.pa.org.za/person/william-john-leukes/,,,,za.org.pa.www/core_person/8420,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8420
Farmer,William Josef,William Josef Farmer,http://www.pa.org.za/person/william-josef-farmer/,,,,za.org.pa.www/core_person/8414,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8414
Duna,William Mabone,William Mabone Duna,http://www.pa.org.za/person/william-mabone-duna/,,,,za.org.pa.www/core_person/8964,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8964
,,William Maimela,http://www.pa.org.za/person/william-maimela/,,072 127 9830,,za.org.pa.www/core_person/3669,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/3669
Malefo,William,William Malefo,http://www.pa.org.za/person/william-malefo/,,,,za.org.pa.www/core_person/7000,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7000
Mandaba,William Mandlakaise,William Mandlakaise Mandaba,http://www.pa.org.za/person/william-mandlakaise-mandaba/,,,,za.org.pa.www/core_person/5353,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5353
Modiba,William,William Modiba,http://www.pa.org.za/person/william-modiba/,,,,za.org.pa.www/core_person/4788,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4788
Madisha,William Mothipa,William Mothipa Madisha,http://www.pa.org.za/person/william-mothipa-madisha/,,,wmadisha@parliament.gov.za,za.org.pa.www/core_person/714,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/714
Philander,William,William Philander,http://www.pa.org.za/person/william-philander/,,,,za.org.pa.www/core_person/8928,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8928
Peterson,William Rodrick Stanley,William Rodrick Stanley Peterson,http://www.pa.org.za/person/william-rodrick-stanley-peterson/,,,,za.org.pa.www/core_person/7266,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7266
Lesabe,Williams Lifi,Williams Lifi Lesabe,http://www.pa.org.za/person/williams-lifi-lesabe/,,,,za.org.pa.www/core_person/8694,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8694
Madileng,William Thulare,William Thulare Madileng,http://www.pa.org.za/person/william-thulare-madileng/,,,,za.org.pa.www/core_person/4544,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4544
Masilela,William Vetman,William Vetman Masilela,http://www.pa.org.za/person/william-vetman-masilela/,,,,za.org.pa.www/core_person/8512,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8512
Mbuzi,William Zwelihle,William Zwelihle Mbuzi,http://www.pa.org.za/person/william-zwelihle-mbuzi/,,,,za.org.pa.www/core_person/5917,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5917
Holmes,Willie Jacobus,Willie Jacobus Holmes,http://www.pa.org.za/person/willie-jacobus-holmes/,,,,za.org.pa.www/core_person/4981,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4981
Mhlongo,Willie Watch,Willie Watch Mhlongo,http://www.pa.org.za/person/willie-watch-mhlongo/,,,,za.org.pa.www/core_person/4036,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4036
Newhoudt-Druchen,Wilma Susan,Wilma Susan Newhoudt-Druchen,http://www.pa.org.za/person/wilma-susan-newhoudt-druchen/,"Wilma Susan Newhoudt-Druchen's plenary attendance record for Feb-Apr [2013](/file_archive/wilma-susan-newhoudt-druchen-attendance-2013 ""wilma susan newhoudt druchen attendance"") and [2012](/file_archive/wilma-susan-newhoudt-druchen-attendance-2012 ""wilma susan newhoudt druchen attendance"").",,wnewhoudt@parliament.gov.za,za.org.pa.www/core_person/847,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/847
James,Wilmot Godfrey,Wilmot Godfrey James,http://www.pa.org.za/person/wilmot-godfrey-james/,"Shadow Minister of Trade and Industry Dr James graduated the University of the Western Cape with a B.A. Honours (cum laude) and then went to achieve a M.Sc. and Ph.D. from the University of Wisconsin-Madison, U.S.A. At the beginning of his professional life he served the higher education sector in South Africa, the U.S.A. and the U.K. After spending 12 years as a Trustee of the New York based Ford Foundation, Dr James entered public life during 2008 and was elected to Parliament on 22 April 2009. His areas of policy interests are education, immigration and science & technology. Source: www.da.org.za/our_people 
Wilmot James's plenary attendance record for Feb-Apr [2013](/file_archive/Wilmot-Godfrey-James-Attendance-2013 ""Wilmot James"") and [2012](/file_archive/Wilmot-Godfrey-James-Attendance-2012 ""Wilmot James"")",021 403 3560 ,wjames@agei.co.za,za.org.pa.www/core_person/665,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/665
,,Wilson Modise,http://www.pa.org.za/person/wilson-modise/,,083 549 3599,,za.org.pa.www/core_person/3692,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/3692
Prins,Wilson,Wilson Prins,http://www.pa.org.za/person/wilson-prins/,,,,za.org.pa.www/core_person/7325,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7325
Gcumisa,Wilson Xolani,Wilson Xolani Gcumisa,http://www.pa.org.za/person/wilson-xolani-gcumisa/,,,,za.org.pa.www/core_person/7117,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7117
Titus,Wilton Lincoln,Wilton Lincoln Titus,http://www.pa.org.za/person/wilton-lincoln-titus/,,,,za.org.pa.www/core_person/6625,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6625
Mahlangu,Windvoel Mlomabo,Windvoel Mlomabo Mahlangu,http://www.pa.org.za/person/windvoel-mlomabo-mahlangu/,,,,za.org.pa.www/core_person/4335,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4335
Ngwenya,Winnie,Winnie Ngwenya,http://www.pa.org.za/person/winnie-ngwenya/,"Winnie Ngwenya's plenary attendance record for Feb-Apr [2013](/file_archive/winnie-ngwenya-attendance-2013 ""winnie ngwenya attendance"") and [2012](/file_archive/winnie-ngwenya-attendance-2012 ""winnie ngwenya attendance"").",,wngwenya@parliament.gov.za,za.org.pa.www/core_person/854,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/854
Tolobisa,Winnifred Xoliswa,Winnifred Xoliswa Tolobisa,http://www.pa.org.za/person/winnifred-xoliswa-tolobisa/,,,,za.org.pa.www/core_person/9194,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9194
Ash,Winston,Winston Ash,http://www.pa.org.za/person/winston-ash/,,,,za.org.pa.www/core_person/8413,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8413
Mphahlele,Winston Obotseng,Winston Obotseng Mphahlele,http://www.pa.org.za/person/winston-obotseng-mphahlele/,,,,za.org.pa.www/core_person/8120,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8120
Mitileni,Wisani Goodman,Wisani Goodman Mitileni,http://www.pa.org.za/person/wisani-goodman-mitileni/,,,,za.org.pa.www/core_person/4508,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4508
Khosa,Wisani Knox,Wisani Knox Khosa,http://www.pa.org.za/person/wisani-knox-khosa/,,,,za.org.pa.www/core_person/6906,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6906
Mngomezulu,Wiseman Fisokwakhe,Wiseman Fisokwakhe Mngomezulu,http://www.pa.org.za/person/wiseman-fisokwakhe-mngomezulu/,,,,za.org.pa.www/core_person/6962,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6962
Ndude,Wiseman Mawethu,Wiseman Mawethu Ndude,http://www.pa.org.za/person/wiseman-mawethu-ndude/,,,,za.org.pa.www/core_person/5189,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5189
Mzilikazi,Wiseman Mpumelelo,Wiseman Mpumelelo Mzilikazi,http://www.pa.org.za/person/wiseman-mpumelelo-mzilikazi/,,,,za.org.pa.www/core_person/4112,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4112
,,Wiseman Zuma,http://www.pa.org.za/person/wiseman-zuma/,,072 363 6007,,za.org.pa.www/core_person/3808,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/3808
Tshoko,Witbooi Ntshanyana,Witbooi Ntshanyana Tshoko,http://www.pa.org.za/person/witbooi-ntshanyana-tshoko/,,,,za.org.pa.www/core_person/4853,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4853
Mkhabela,Witness Lucia,Witness Lucia Mkhabela,http://www.pa.org.za/person/witness-lucia-mkhabela/,,,,za.org.pa.www/core_person/4787,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4787
Zwane,Witness Tholwaphi,Witness Tholwaphi Zwane,http://www.pa.org.za/person/witness-tholwaphi-zwane/,,,,za.org.pa.www/core_person/7783,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7783
Wessels,Wouter Wynand,Wouter Wynand Wessels,http://www.pa.org.za/person/wouter-wynand-wessels/,,,,za.org.pa.www/core_person/9267,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9267
Doman,W P,Willem Phillips Doman,http://www.pa.org.za/person/w-p-doman/,,,,za.org.pa.www/core_person/609,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/609
Zondi,Winile Prudence,Winile Prudence Zondi,http://www.pa.org.za/person/wp-zondi/,,,,za.org.pa.www/core_person/1956,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1956
Boshoff,Wynand Johannes,Wynand Johannes Boshoff,http://www.pa.org.za/person/wynand-johannes-boshoff/,,,,za.org.pa.www/core_person/9269,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9269
Zono,Xakekile,Xakekile Zono,http://www.pa.org.za/person/xakekile-zono/,,,,za.org.pa.www/core_person/9010,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9010
Xayiya,Mxolisi Eric,Mxolisi Eric Xayiya,http://www.pa.org.za/person/xayiya-mxolisi/,,,mxayiya@gpl.gov.za,za.org.pa.www/core_person/1613,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1613
